NamePozo;Latitud;Longitud;FechaMonitoreo;BWPD;BOPD;BFPD;BSW;PPMp;PPMm;25_45um;45_106um;106_212um;212_425um;mayor_425um;color_icono;Prefijo;icono 
CIRA1110;6971;-73.773;5/04/2019;417;10,04;427,04;97,67%;68,84;312,44;40,30%;0,00%;44,60%;12,99%;2,11%;yelow;fa;tower-observation
CIRA1110;6971;-73.773;13/01/2020;508,46;9,85;518,31;98,10%;18,47;18,77;25,94%;0,00%;31,66%;18,25%;24,15%;yelow;fa;tower-observation
CIRA1110;6971;-73.773;15/01/2020;508,46;9,85;518,31;98,10%;127,38;242,75;11,80%;0,00%;34,48%;51,31%;2,84%;red;fa;tower-observation
CIRA1110;6971;-73.773;28/01/2022;535,43;14,57;550;97,35%;14,3;25,95;22,92%;0,00%;20,06%;15,76%;6,59%;yelow;fa;tower-observation
CIRA3033;6971;-73.773;8/02/2022;646,1;53,9;700;92,30%;83,98;595,82;16,01%;0,00%;24,93%;10,68%;6,82%;yelow;fa;tower-observation
CIRA3033;6971;-73.773;31/08/2022;454,57;16,83;471,4;96,43%;44,32;85,48;12,49%;0,00%;30,19%;7,28%;3,54%;yelow;fa;tower-observation
CIRA3033;6971;-73.773;4/11/2022;454,57;16,83;471,4;96,43%;11,86;212,82;18,70%;0,00%;35,22%;7,39%;5,22%;yelow;fa;tower-observation
CIRA5052;6971;-73.773;20/03/2019;1;68,39;69,39;1,04%;5,09;5,29;76,55%;0,00%;17,53%;5,15%;0,77%;green;fa;tower-observation
CIRA5052;6971;-73.773;15/04/2019;1;68,39;69,39;1,04%;3,03;3,19;53,81%;0,00%;31,36%;8,90%;5,93%;green;fa;tower-observation
CIRA5052;6971;-73.773;26/04/2019;1;68,39;69,39;1,04%;7,76;8,01;17,91%;0,00%;7,43%;39,70%;34,97%;green;fa;tower-observation
CIRA5052;6971;-73.773;28/05/2019;1;68,39;69,39;1,04%;1,89;3,3;67,55%;0,00%;21,19%;5,96%;5,30%;green;fa;tower-observation
CIRA5052;6971;-73.773;12/06/2019;1;68,39;69,39;1,04%;19,29;127,98;26,16%;0,00%;29,39%;19,32%;25,13%;yelow;fa;tower-observation
CIRA5052;6971;-73.773;19/06/2019;1;68,39;69,39;1,04%;3,47;3,49;57,74%;0,00%;26,04%;10,94%;5,28%;green;fa;tower-observation
CIRA5052;6971;-73.773;2/07/2019;1;68,39;69,39;1,04%;41,56;42,08;37,75%;0,00%;56,48%;4,74%;1,04%;yelow;fa;tower-observation
CIRA5052;6971;-73.773;11/07/2019;1;68,39;69,39;1,04%;8,34;10,22;64,48%;0,00%;19,36%;8,16%;8,00%;green;fa;tower-observation
CIRA5052;6971;-73.773;23/07/2019;1;68,39;69,39;1,04%;11,24;12,12;30,12%;0,00%;36,24%;21,18%;12,47%;yelow;fa;tower-observation
CIRA5052;6971;-73.773;15/08/2019;0,02;39,91;39,93;0,05%;19,83;20,64;34,26%;0,00%;52,42%;10,54%;2,78%;yelow;fa;tower-observation
CIRA5052;6971;-73.773;10/10/2019;1,42;38,13;39,55;3,58%;5,89;11,53;46,18%;0,00%;42,89%;8,95%;1,97%;green;fa;tower-observation
CIRA5052;6971;-73.773;14/11/2019;1,42;38,13;39,55;3,58%;52,27;64,76;28,32%;0,00%;60,01%;7,15%;4,51%;yelow;fa;tower-observation
CIRA5052;6971;-73.773;6/12/2019;1,42;38,13;39,55;3,60%;41,92;78,56;39,78%;0,00%;50,02%;7,80%;2,40%;yelow;fa;tower-observation
CIRA5052;6971;-73.773;9/01/2020;1,42;38,13;39,55;3,60%;634,31;640,59;66,15%;0,00%;32,90%;1,13%;0,13%;red;fa;tower-observation
CIRA5052;6971;-73.773;14/02/2020;1,42;38,13;39,55;3,60%;285,6;373,3;68,94%;0,00%;26,79%;3,89%;0,39%;red;fa;tower-observation
CIRA5053;6971;-73.773;11/02/2020;1,45;30,15;31,6;4,60%;2,51;1;32,00%;0,00%;33,33%;22,67%;12,00%;green;fa;tower-observation
CIRA5052;6971;-73.773;11/06/2021;2,36;47,64;50;4,72%;9,1;31,82;52,04%;0,00%;39,03%;5,39%;3,53%;green;fa;tower-observation
CIRA5053;6971;-73.773;28/06/2021;1,45;30,15;31,6;4,60%;13,83;30,51;28,10%;0,00%;37,96%;9,49%;24,45%;yelow;fa;tower-observation
CIRA2034;6971;-73.773;13/01/2023;71116,19;0;732,1;9714,00%;6,84;10,58;25,85%;0,00%;24,58%;15,25%;11,86%;green;fa;tower-observation
CIRA5049;6971;-73.773;27/03/2019;10;31;41;24,00%;58,58;210,46;26,70%;0,00%;56,94%;12,25%;4,11%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;9/04/2019;10;31;41;24,00%;61,88;119,78;28,30%;0,00%;64,50%;6,28%;0,92%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;25/04/2019;10;31;41;24,00%;12,9;13,4;41,78%;0,00%;44,79%;12,02%;1,40%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;7/05/2019;10;31;41;24,00%;57,86;58,72;28,25%;0,00%;60,94%;9,46%;1,35%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;16/05/2019;10;31;41;24,00%;8,87;9;35,30%;0,00%;48,60%;10,19%;5,91%;green;fa;tower-observation
CIRA5049;6971;-73.773;23/05/2019;10;31;41;24,00%;41,98;42,63;38,94%;0,00%;54,27%;5,30%;1,50%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;31/05/2019;10;31;41;24,00%;29,73;83,55;41,12%;0,00%;49,27%;8,00%;1,62%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;7/06/2019;10;31;41;24,00%;29,53;29,91;45,82%;0,00%;47,52%;4,74%;1,92%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;19/06/2019;10;31;41;24,00%;1,65;1,67;33,33%;0,00%;43,65%;12,70%;10,32%;green;fa;tower-observation
CIRA5049;6971;-73.773;27/06/2019;10;31;41;24,00%;3,54;3,62;46,32%;0,00%;36,76%;7,72%;9,19%;green;fa;tower-observation
CIRA5049;6971;-73.773;8/07/2019;10;31;41;24,00%;3,83;3,9;63,30%;0,00%;26,26%;7,07%;3,37%;green;fa;tower-observation
CIRA5049;6971;-73.773;7/03/2019;1;40;41;2,00%;10,84;11,18;38,92%;0,00%;30,86%;16,25%;13,98%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;14/03/2019;1;40;41;2,00%;4,87;5,19;34,02%;0,00%;42,46%;11,00%;12,53%;green;fa;tower-observation
CIRA5049;6971;-73.773;18/03/2019;1;40;41;2,00%;5,04;5,28;53,03%;0,00%;40,37%;4,49%;2,11%;green;fa;tower-observation
CIRA5049;6971;-73.773;17/07/2019;10;31;41;24,00%;4,68;5,97;48,50%;0,00%;31,23%;12,29%;7,97%;green;fa;tower-observation
CIRA5049;6971;-73.773;31/07/2019;36;38,93;74,93;48,00%;2,97;8,58;45,95%;0,00%;42,08%;9,27%;2,70%;green;fa;tower-observation
CIRA5049;6971;-73.773;27/08/2019;35,97;38,96;74,93;48,00%;9;13,25;36,48%;0,00%;17,50%;36,80%;9,44%;green;fa;tower-observation
CIRA5049;6971;-73.773;16/09/2019;36;38,93;74,93;48,00%;6,12;8,86;12,50%;0,00%;37,00%;25,50%;25,00%;green;fa;tower-observation
CIRA5049;6971;-73.773;1/10/2019;36,2;31,64;67,84;53,36%;59,54;103,85;54,92%;0,00%;38,62%;5,70%;0,76%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;18/10/2019;36;31,84;67,84;53,36%;9,7;9,86;5,39%;0,00%;32,37%;54,36%;7,88%;green;fa;tower-observation
CIRA5049;6971;-73.773;1/11/2019;36,2;31,64;67,84;53,36%;3,53;3,58;24,33%;0,00%;45,25%;19,39%;11,03%;green;fa;tower-observation
CIRA5049;6971;-73.773;28/11/2019;36,2;31,64;67,84;53,36%;5,24;7,85;19,96%;0,00%;46,17%;28,23%;5,65%;green;fa;tower-observation
CIRA5049;6971;-73.773;13/12/2019;36,23;31,61;67,84;53,40%;14,71;14,76;40,31%;0,00%;56,88%;1,81%;1,00%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;3/01/2020;36,23;31,61;67,84;53,40%;72,85;73,2;29,59%;0,00%;63,73%;5,06%;1,63%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;31/01/2020;3,66;64,18;67,84;5,40%;65,2;83,54;20,67%;0,00%;53,10%;18,85%;7,38%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;6/02/2020;36,23;31,61;67,84;53,40%;7,06;8,79;19,55%;0,00%;37,73%;11,36%;31,36%;green;fa;tower-observation
CIRA5049;6971;-73.773;28/01/2021;38,91;36,09;75;51,88%;11,37;11,42;9,06%;0,00%;66,96%;17,84%;6,14%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;3/03/2021;38,91;36,09;75;51,88%;20,97;21,77;62,40%;0,00%;8,58%;16,07%;12,95%;yelow;fa;tower-observation
CIRA2031ST;6971;-73.773;25/02/2022;1010,92;49,08;1060;95,37%;55,1;127,37;21,56%;100,00%;10,66%;5,82%;3,22%;yelow;fa;tower-observation
CIRA5049;6971;-73.773;18/05/2023;29,1;29,1;58,19;50,00%;11,89;20,54;23,38%;0,00%;22,76%;12,53%;8,56%;yelow;fa;tower-observation
CIRA5048;6971;-73.773;26/03/2019;133;32;165;80,67%;1,88;3,73;48,19%;0,00%;22,89%;13,25%;15,56%;green;fa;tower-observation
CIRA5048;6971;-73.773;10/04/2019;133;32;165;80,67%;2,3;2,3;16,58%;0,00%;43,43%;27,43%;12,57%;green;fa;tower-observation
CIRA5048;6971;-73.773;25/04/2019;133;32;165;80,67%;2,74;2,86;33,18%;0,00%;54,84%;5,99%;5,99%;green;fa;tower-observation
CIRA5048;6971;-73.773;7/05/2019;133;32;165;80,67%;2,33;2,83;28,04%;0,00%;49,74%;16,40%;5,82%;green;fa;tower-observation
CIRA5048;6971;-73.773;14/05/2019;133;32;165;80,67%;2,93;8,29;68,24%;0,00%;27,03%;4,73%;0,00%;green;fa;tower-observation
CIRA5048;6971;-73.773;23/05/2019;133;32;165;80,67%;10,36;10,68;44,58%;0,00%;40,85%;13,08%;1,49%;yelow;fa;tower-observation
CIRA5048;6971;-73.773;30/05/2019;133;32;165;80,67%;5,93;8,89;30,04%;0,00%;44,52%;19,74%;5,70%;green;fa;tower-observation
CIRA5048;6971;-73.773;11/06/2019;133;32;165;80,67%;1,57;4,29;61,78%;0,00%;19,11%;13,38%;5,73%;green;fa;tower-observation
CIRA5048;6971;-73.773;20/06/2019;133;32;165;80,67%;15,42;15,56;48,15%;0,00%;40,14%;9,04%;2,67%;yelow;fa;tower-observation
CIRA5048;6971;-73.773;28/06/2019;133;32;165;80,67%;2,86;2,98;38,64%;0,00%;24,55%;15,91%;20,91%;green;fa;tower-observation
CIRA5048;6971;-73.773;5/07/2019;133;32;165;80,67%;3,45;3,52;33,97%;0,00%;43,89%;15,27%;6,87%;green;fa;tower-observation
CIRA5048;6971;-73.773;7/03/2019;118;27;145;81,66%;5,38;10,78;22,86%;0,00%;44,46%;26,79%;5,89%;green;fa;tower-observation
CIRA5048;6971;-73.773;13/03/2019;118;27;145;81,66%;2,19;2,25;34,55%;0,00%;39,39%;18,18%;7,88%;green;fa;tower-observation
CIRA5048;6971;-73.773;18/03/2019;118;27;145;81,66%;2,57;2,61;52,31%;0,00%;28,72%;11,28%;7,69%;green;fa;tower-observation
CIRA5048;6971;-73.773;17/07/2019;133;32;165;80,67%;25,11;44,67;81,86%;0,00%;14,40%;2,15%;1,59%;yelow;fa;tower-observation
CIRA5048;6971;-73.773;1/08/2019;99,63;26,77;126,4;78,82%;3,5;3,68;64,44%;0,00%;23,33%;8,15%;4,07%;green;fa;tower-observation
CIRA5048;6971;-73.773;27/08/2019;99,63;26,77;126,4;78,82%;5,21;8,92;49,73%;0,00%;10,11%;34,31%;5,85%;green;fa;tower-observation
CIRA5048;6971;-73.773;16/09/2019;100;26,4;126,4;78,82%;3,75;5,96;38,53%;0,00%;23,85%;23,85%;13,76%;green;fa;tower-observation
CIRA5048;6971;-73.773;3/10/2019;122,13;33,07;155,2;78,69%;15,4;21,15;5,54%;0,00%;34,29%;42,77%;17,40%;yelow;fa;tower-observation
CIRA5048;6971;-73.773;5/11/2019;122,13;33,07;155,2;78,69%;6,81;12,1;45,36%;0,00%;37,86%;8,57%;8,21%;green;fa;tower-observation
CIRA5048;6971;-73.773;28/11/2019;36,2;31,64;67,84;53,36%;4,01;4,78;23,24%;0,00%;51,68%;17,43%;7,65%;green;fa;tower-observation
CIRA5048;6971;-73.773;7/01/2020;122,14;33,06;155,2;78,70%;13,67;14,33;40,99%;0,00%;49,63%;5,43%;3,95%;yelow;fa;tower-observation
CIRA5048;6971;-73.773;6/02/2020;122,14;33,06;155,2;78,70%;6,99;7,09;35,24%;0,00%;26,19%;20,95%;17,62%;green;fa;tower-observation
CIRA5048;6971;-73.773;28/01/2021;159,58;40,42;200;79,79%;10,62;13,63;14,10%;0,00%;21,79%;51,28%;12,82%;yelow;fa;tower-observation
CIRA5048;6971;-73.773;22/04/2021;159,58;40,42;200;79,79%;28,9;288,65;65,87%;0,00%;30,74%;2,35%;1,05%;yelow;fa;tower-observation
CIRA2178;6971;-73.773;28/02/2022;1332,66;67,34;1400;95,19%;24,04;45,45;17,12%;0,00%;19,71%;26,82%;10,34%;yelow;fa;tower-observation
CIRA2178;6971;-73.773;22/07/2022;1186,66;72,34;1259;94,25%;177,2;184,27;2,81%;0,00%;15,88%;35,56%;30,37%;red;fa;tower-observation
CIRA2139;6971;-73.773;26/03/2019;310;46,1;356,1;86,95%;71,06;96,9;67,25%;0,00%;29,03%;2,78%;0,94%;yelow;fa;tower-observation
CIRA2672;6971;-73.773;4/10/2019;1023,28;78,72;1102;92,86%;4,96;9,44;32,46%;0,00%;35,94%;16,81%;14,78%;green;fa;tower-observation
CIRA2139;6971;-73.773;2/12/2020;1141,04;43,96;1185;96,29%;135,53;143,39;13,73%;0,00%;23,21%;19,95%;43,11%;red;fa;tower-observation
CIRA2672;6971;-73.773;15/10/2021;989,42;60,58;1050;94,23%;5,78;17,01;21,29%;0,00%;36,63%;11,88%;6,93%;green;fa;tower-observation
CIRA2672;6971;-73.773;11/11/2021;989,42;60,58;1050;94,23%;15,5;23,37;17,18%;0,00%;27,32%;6,76%;2,25%;yelow;fa;tower-observation
CIRA2139;6971;-73.773;15/03/2023;877,15;31,55;908,7;96,53%;1931,18;4645,97;2,08%;0,00%;42,04%;29,37%;17,26%;red;fa;tower-observation
CIRA2139;6971;-73.773;20/04/2023;877,15;31,55;908,7;96,53%;16,82;33,55;11,74%;0,00%;32,80%;16,76%;9,32%;yelow;fa;tower-observation
CIRA1118;6969;-73.773;16/02/2022;140,72;9,29;150;93,81%;349,09;597,41;1,51%;0,00%;26,40%;62,07%;8,06%;red;fa;tower-observation
CIRA1119;6969;-73.773;11/02/2022;5,7;9,3;15;38,03%;44,45;655,17;22,87%;100,00%;14,33%;7,71%;3,86%;yelow;fa;tower-observation
CIRA3065;6969;-73.773;3/10/2019;554,65;57,95;612,6;90,54%;5,55;5,66;52,86%;0,00%;33,81%;10,24%;3,10%;green;fa;tower-observation
CIRA3065;6969;-73.773;22/07/2021;584,58;55,42;640;91,34%;88,27;170,59;19,67%;0,00%;44,50%;11,94%;23,89%;yelow;fa;tower-observation
CIRA2554;6969;-73.773;20/10/2021;113,05;26,95;140;80,75%;20,4;106,19;8,65%;0,00%;17,81%;25,32%;34,54%;yelow;fa;tower-observation
CIRA2980;6969;-73.773;12/01/2023;858,23;66,27;924,5;92,83%;92,91;236,04;29,50%;0,00%;30,62%;7,32%;3,50%;yelow;fa;tower-observation
CIRA2641;6969;-73.773;13/01/2023;419,06;32,24;451,3;92,86%;12,13;19,25;34,43%;0,00%;18,48%;10,40%;24,30%;yelow;fa;tower-observation
CIRA5105;6969;-73.773;20/03/2019;1;16,85;17,85;6,19%;1,31;1,32;41,11%;0,00%;24,44%;15,56%;18,89%;green;fa;tower-observation
CIRA5105;6969;-73.773;15/04/2019;1;16,85;17,85;6,19%;2,76;2,84;19,61%;0,00%;35,78%;22,06%;22,55%;green;fa;tower-observation
CIRA5105;6969;-73.773;21/05/2019;1;16,85;17,85;6,19%;1,73;1,82;50,00%;0,00%;25,37%;9,70%;14,93%;green;fa;tower-observation
CIRA5105;6969;-73.773;29/05/2019;1;16,85;17,85;6,19%;4,99;10,06;51,04%;0,00%;20,83%;16,67%;11,46%;green;fa;tower-observation
CIRA5105;6969;-73.773;13/06/2019;1;16,85;17,85;6,19%;0,91;1,58;57,94%;0,00%;23,36%;14,02%;4,67%;green;fa;tower-observation
CIRA5105;6969;-73.773;19/06/2019;1;16,85;17,85;6,19%;7,07;7,18;49,45%;0,00%;37,18%;7,88%;5,49%;green;fa;tower-observation
CIRA5105;6969;-73.773;2/07/2019;1;16,85;17,85;6,19%;3,08;3,11;73,19%;0,00%;25,96%;0,43%;0,43%;green;fa;tower-observation
CIRA5105;6969;-73.773;10/07/2019;1;16,85;17,85;6,19%;6,62;6,67;77,95%;0,00%;19,88%;0,98%;1,18%;green;fa;tower-observation
CIRA5105;6969;-73.773;23/07/2019;1;16,85;17,85;6,19%;2,86;7,97;45,23%;0,00%;34,92%;10,80%;9,05%;green;fa;tower-observation
CIRA5105;6969;-73.773;6/09/2019;0,21;10,39;10,6;2,00%;18,42;18,74;46,11%;0,00%;39,11%;13,22%;1,56%;yelow;fa;tower-observation
CIRA5105;6969;-73.773;10/10/2019;0;13,78;13,78;0,00%;4,92;4,95;64,89%;0,00%;23,40%;5,05%;6,65%;green;fa;tower-observation
CIRA5105;6969;-73.773;14/11/2019;0,2;19,58;19,78;1,00%;3,04;3,17;46,47%;0,00%;31,95%;10,37%;11,20%;green;fa;tower-observation
CIRA5105;6969;-73.773;6/12/2019;0;19,78;19,78;0,00%;1,16;1,2;17,05%;0,00%;44,32%;7,95%;30,68%;green;fa;tower-observation
CIRA5105;6969;-73.773;9/01/2020;0,02;19,76;19,78;0,10%;8,66;8,79;51,76%;0,00%;30,59%;10,20%;7,45%;green;fa;tower-observation
CIRA5105;6969;-73.773;14/02/2020;0,02;19,76;19,78;0,10%;23,16;23,55;56,71%;0,00%;26,09%;11,08%;6,12%;yelow;fa;tower-observation
CIRA5105;6969;-73.773;6/12/2021;1,14;18,86;20;5,68%;96,15;612,12;5,43%;100,00%;27,86%;3,31%;5,08%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;21/03/2019;1;41,87;42,87;1,34%;1;1,02;44,16%;0,00%;24,68%;14,29%;16,88%;green;fa;tower-observation
CIRA5055;6969;-73.773;11/04/2019;1;41,87;42,87;1,34%;35,09;60,35;73,49%;0,00%;23,02%;2,41%;1,08%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;13/05/2019;1;41,87;42,87;1,34%;38,64;39,42;32,36%;0,00%;49,09%;17,71%;0,84%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;29/05/2019;1;41,87;42,87;1,34%;14;24,74;46,99%;0,00%;39,02%;8,46%;5,53%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;14/06/2019;1;41,87;42,87;1,34%;1,42;1,56;40,23%;0,00%;25,29%;18,39%;16,09%;green;fa;tower-observation
CIRA5055;6969;-73.773;4/07/2019;1;41,87;42,87;1,34%;4,56;4,61;46,29%;0,00%;38,57%;7,14%;8,00%;green;fa;tower-observation
CIRA5055;6969;-73.773;10/07/2019;1;41,87;42,87;1,34%;6,04;19,33;50,09%;0,00%;40,48%;6,65%;2,77%;green;fa;tower-observation
CIRA5055;6969;-73.773;19/07/2019;1;41,87;42,87;1,34%;1,86;1,96;39,04%;0,00%;38,36%;7,53%;15,07%;green;fa;tower-observation
CIRA5055;6969;-73.773;5/08/2019;10,49;18,03;28,52;36,77%;1,58;1,67;43,20%;0,00%;44,00%;4,00%;8,80%;green;fa;tower-observation
CIRA5055;6969;-73.773;9/09/2019;10,49;18,03;28,52;36,77%;39,82;75,33;52,35%;0,00%;43,29%;1,39%;2,97%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;17/09/2019;10,49;18,03;28,52;36,77%;2,86;2,87;62,21%;0,00%;19,35%;7,37%;11,06%;green;fa;tower-observation
CIRA5055;6969;-73.773;9/10/2019;10,18;8,33;18,5;55,00%;16,58;26,53;21,83%;0,00%;50,38%;19,08%;8,70%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;8/11/2019;10;8,5;18,5;55,00%;11,42;21,85;18,78%;0,00%;55,32%;25,15%;0,75%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;13/12/2019;10,18;8,33;18,5;55,00%;4,07;12,1;42,64%;0,00%;43,56%;11,04%;2,76%;green;fa;tower-observation
CIRA5055;6969;-73.773;14/01/2020;10,18;8,33;18,5;55,00%;49,86;65,1;33,97%;0,00%;46,22%;17,84%;1,97%;yelow;fa;tower-observation
CIRA5055;6969;-73.773;30/01/2020;10,18;8,33;18,5;55,00%;47,83;165,02;50,17%;0,00%;32,87%;7,96%;9,00%;yelow;fa;tower-observation
CIRA2669;6969;-73.773;28/11/2019;556,7;46,39;603,09;92,31%;1,45;1,48;46,85%;0,00%;38,74%;11,71%;2,70%;green;fa;tower-observation
CIRA5055;6969;-73.773;3/12/2021;16,9;23,1;40;42,25%;51,97;796,39;0,79%;0,00%;31,02%;51,22%;11,51%;yelow;fa;tower-observation
CIRA2669;6969;-73.773;23/12/2021;626,21;49,09;675,3;92,73%;31,67;71,82;28,30%;0,00%;20,24%;14,75%;11,32%;yelow;fa;tower-observation
CIRA1342;6969;-73.773;23/12/2022;136,58;9,42;146;93,55%;41,11;63,57;9,54%;0,00%;39,55%;23,88%;1,74%;yelow;fa;tower-observation
CIRA2642;6969;-73.773;28/09/2021;706,73;43,28;750;94,23%;16,09;72,19;4,90%;0,00%;47,45%;18,53%;6,47%;yelow;fa;tower-observation
CIRA2642;6969;-73.773;2/05/2023;453,22;16,78;470;96,43%;37,85;169,78;7,39%;0,00%;49,07%;22,58%;10,78%;yelow;fa;tower-observation
CIRA2642;6969;-73.773;17/05/2023;453,22;16,78;470;96,43%;5,46;9,35;25,47%;0,00%;21,72%;17,60%;11,99%;green;fa;tower-observation
CIRA2929;6969;-73.773;26/03/2019;1721;86,29;1807,29;95,24%;3,97;4,43;35,52%;0,00%;40,00%;15,52%;8,97%;green;fa;tower-observation
CIRA2681;6969;-73.773;9/10/2019;288,63;20,47;309,1;93,38%;13,03;19,97;51,00%;0,00%;33,22%;9,07%;6,71%;yelow;fa;tower-observation
CIRA2929;6969;-73.773;28/04/2021;1826,85;73,15;1900;96,15%;214,32;597,32;10,24%;0,00%;49,89%;31,97%;7,90%;red;fa;tower-observation
CIRA2929;6969;-73.773;13/08/2021;1826,85;73,15;1900;96,15%;8,6;10,83;28,23%;0,00%;35,89%;17,34%;18,55%;green;fa;tower-observation
CIRA2681;6969;-73.773;15/10/2021;384,6;15,4;400;96,15%;6,47;15,28;16,22%;0,00%;14,99%;9,58%;38,82%;green;fa;tower-observation
CIRA2673;6969;-73.773;5/03/2020;1034,68;68,39;1103,07;93,80%;10,07;11,86;41,23%;0,00%;21,85%;5,54%;31,38%;yelow;fa;tower-observation
CIRA2673;6969;-73.773;30/09/2020;1051,94;48,06;1100;95,63%;92,57;128,28;54,01%;0,00%;18,03%;8,49%;19,47%;yelow;fa;tower-observation
CIRA2650;6969;-73.773;28/09/2021;809,12;40,89;850;95,19%;10,39;19,11;32,26%;0,00%;27,65%;11,52%;9,68%;yelow;fa;tower-observation
CIRA2650;6969;-73.773;4/10/2022;550,51;14,49;565;97,44%;60,4;101,87;4,87%;0,00%;45,58%;28,71%;8,78%;yelow;fa;tower-observation
CIRA2673;6969;-73.773;26/01/2023;629;0;629;100,00%;21,13;31,67;27,42%;0,00%;12,82%;25,64%;18,54%;yelow;fa;tower-observation
CIRA3954;6969;-73.773;11/08/2020;455;45;500;91,00%;20,64;20,72;34,62%;0,00%;23,19%;25,60%;16,59%;yelow;fa;tower-observation
CIRA3954;6969;-73.773;3/11/2020;454,5;45,5;500;90,90%;16,64;41,91;15,56%;0,00%;42,88%;25,19%;16,38%;yelow;fa;tower-observation
CIRA3954;6969;-73.773;3/12/2020;454,5;45,5;500;90,90%;182,82;201,85;4,89%;0,00%;11,02%;19,45%;64,64%;red;fa;tower-observation
CIRA3954;6969;-73.773;4/11/2021;454,5;45,5;500;90,90%;31,91;42,92;25,18%;0,00%;26,11%;11,12%;12,06%;yelow;fa;tower-observation
CIRA5054;6968;-73.773;28/11/2019;2;58;60;4,00%;125,03;127,91;62,51%;0,00%;36,64%;0,69%;0,17%;red;fa;tower-observation
CIRA5054;6968;-73.773;11/02/2020;2,76;57,24;60;4,60%;9,17;13,31;43,13%;0,00%;43,51%;8,78%;4,58%;green;fa;tower-observation
CIRA5054;6968;-73.773;22/11/2021;2,76;57,24;60;4,60%;7,03;18,99;12,43%;0,00%;38,98%;16,38%;5,65%;green;fa;tower-observation
CIRA5054;6968;-73.773;9/12/2021;2,76;57,24;60;4,60%;34,37;124,05;32,46%;0,00%;18,85%;14,66%;15,71%;yelow;fa;tower-observation
CIRA2127;6968;-73.773;22/03/2019;18;43;61;30,26%;2,78;2,81;49,53%;0,00%;31,78%;10,28%;8,41%;green;fa;tower-observation
CIRA2127;6968;-73.773;21/05/2019;18;43;61;30,26%;2,5;2,67;38,38%;0,00%;35,68%;16,76%;9,19%;green;fa;tower-observation
CIRA2127;6968;-73.773;6/03/2019;6;33;39;14,37%;2,59;4,92;29,17%;0,00%;21,43%;39,88%;9,52%;green;fa;tower-observation
CIRA2127;6968;-73.773;20/08/2019;31,62;40,38;72;43,91%;32,58;32,8;48,54%;0,00%;44,13%;4,69%;2,65%;yelow;fa;tower-observation
CIRA2127;6968;-73.773;28/10/2019;29,1;10,9;40;72,75%;4,88;10,51;53,20%;0,00%;27,70%;8,84%;10,21%;green;fa;tower-observation
CIRA2127;6968;-73.773;1/02/2021;45,75;24,26;70;65,35%;7,62;8,3;42,86%;0,00%;26,41%;14,72%;16,02%;green;fa;tower-observation
CIRA2127;6968;-73.773;3/01/2022;45,75;24,26;70;65,35%;45,63;52,51;12,16%;0,00%;41,30%;12,50%;2,11%;yelow;fa;tower-observation
CIRA2123;6968;-73.773;26/03/2019;106;94;200;53,00%;23,41;26,47;24,12%;0,00%;52,58%;20,18%;3,13%;yelow;fa;tower-observation
CIRA2123;6968;-73.773;9/04/2019;106;94;200;53,00%;38,45;87,55;45,60%;0,00%;48,39%;4,67%;1,34%;yelow;fa;tower-observation
CIRA2123;6968;-73.773;24/04/2019;106;94;200;53,00%;10,27;10,37;53,84%;0,00%;39,39%;4,99%;1,79%;yelow;fa;tower-observation
CIRA2123;6968;-73.773;10/05/2019;106;94;200;53,00%;16,56;16,9;35,07%;0,00%;35,07%;26,97%;2,88%;yelow;fa;tower-observation
CIRA2123;6968;-73.773;16/05/2019;106;94;200;53,00%;8,19;8,58;23,11%;0,00%;40,83%;31,28%;4,78%;green;fa;tower-observation
CIRA2123;6968;-73.773;28/05/2019;106;94;200;53,00%;81,38;183,44;13,75%;0,00%;37,39%;42,74%;6,13%;yelow;fa;tower-observation
CIRA2123;6968;-73.773;10/06/2019;106;94;200;53,00%;27,1;143,62;49,20%;0,00%;34,75%;10,85%;5,21%;yelow;fa;tower-observation
CIRA2123;6968;-73.773;18/06/2019;106;94;200;53,00%;328,61;344,55;23,18%;0,00%;40,40%;31,67%;4,75%;red;fa;tower-observation
CIRA2123;6968;-73.773;28/06/2019;106;94;200;53,00%;74,04;79,21;31,91%;0,00%;47,80%;18,90%;1,39%;yelow;fa;tower-observation
